experiment_no;language;energy-cores;energy-gpu;energy-pkg;energy-psys;total_energy;elapsed_time;accuracy;random_seed;net_energy;algorithm
56;julia;480,69;0,95;701,17;1233,75;2416.56;96.59040241;0.963280165;493;2346.824412526714;svm
57;julia;480,01;0,94;694,8;1206,28;2382.03;92.93355186;0.962383272;96;2314.934557044632;svm
58;julia;479,76;1;699,9;1235,36;2416.02;96.10777153;0.96364068;325;2346.63285861566;svm
59;julia;472,8;0,92;687,92;1207,88;2369.52;94.37908507;0.963025166;261;2301.380922220712;svm
60;julia;477,65;1,05;698,26;1222,65;2399.61;95.61107824;0.963227406;65;2330.5814573740045;svm
62;python;48,82;0,09;61,19;104,82;214.92;5.571554396;0.962295341;787;210.89749249148787;svm
63;python;48,38;0,13;60,68;104,35;213.54;5.572965303;0.963201027;565;209.51647385582572;svm
64;python;48,89;0,08;61,4;105,92;216.29;5.724904924;0.962954821;24;212.1567776700088;svm
65;python;47,72;0,13;59,93;103,4;211.18;5.563656877;0.962339307;415;207.1631942808304;svm
66;python;48,88;0,12;61,3;105,65;215.95;5.677793631;0.962647064;399;211.85079071490773;svm
67;python;48,78;0,13;61,22;105,73;215.86;5.676299768;0.962400858;213;211.7618692424976;svm
68;python;48,66;0,16;61,16;105,59;215.57;5.681407938;0.962963614;529;211.4681812856512;svm
69;python;47,78;0,12;60,11;105,2;213.21;5.588205132;0.964159471;719;209.17547112261636;svm
70;python;48,68;0,14;61,09;105,05;214.96;5.648036056;0.963658266;18;210.88227485745844;svm
71;python;48,65;0,08;60,99;104,96;214.68;5.649583585;0.96223379;690;210.60115758450735;svm
72;python;47,85;0,09;59,95;103,2;211.09;5.555716206;0.963922058;176;207.07892722471817;svm
73;python;48,66;0,11;61,13;105,86;215.76;5.719326937;0.962937235;993;211.63080482167868;svm
74;python;48,41;0,11;60,68;104,82;214.02;5.646214148;0.96398361;211;209.9435902244259;svm
75;python;48,45;0,11;60,76;104,79;214.11;5.653685135;0.962954821;456;210.0281963793393;svm
76;python;48,33;0,08;60,58;104,69;213.68;5.652587243;0.963605508;597;209.59898902686632;svm
77;python;47,7;0,16;59,9;103,44;211.2;5.585820542;0.962541547;998;207.16719273035773;svm
78;python;48,32;0,13;60,78;105,17;214.4;5.687709793;0.962356893;584;210.2936315213927;svm
79;python;47,46;0,12;59,69;103,24;210.51;5.591125721;0.962752581;313;206.4733625384858;svm
80;python;48,22;0,1;60,51;104,34;213.17;5.626248542;0.962954821;96;209.10800483735773;svm
81;python;47,8;0,1;60,18;104,09;212.17;5.640306308;0.963649473;83;208.0978555207992;svm
82;python;47,92;0,14;60,16;103,71;211.93;5.586219294;0.96309551;445;207.8969048424902;svm
83;python;48,91;0,09;61,44;106,31;216.75;5.719379262;0.962972407;965;212.62076704448216;svm
84;python;48,78;0,08;61,21;105,73;215.8;5.70853476;0.963368095;197;211.67859647369;svm
85;python;48,75;0,09;61,2;105,71;215.75;5.718837837;0.962576719;664;211.62115793829255;svm
86;python;47,99;0,11;60,29;104,16;212.55;5.634874502;0.963227406;883;208.48177713384771;svm
87;python;47,62;0,11;59,92;103,66;211.31;5.611827336;0.963376888;800;207.25841654750067;svm
88;python;47,14;0,07;59,14;102,08;208.43;5.519590035;0.963165855;568;204.44500931667545;svm
89;python;47,94;0,08;60,27;104,37;212.66;5.659797635;0.962427237;844;208.57378332413097;svm
90;python;47,9;0,13;60,34;104,71;213.08;5.69383487;0.962989993;745;208.9692093859397;svm
1;cpp;1160,19;1,31;1371,99;1943,31;4476.8;90.52608107;0.999859;226973098;4411.442684080823;random_forest
2;cpp;1238,91;1,35;1458,19;2051,95;4750.4;93.6925013;0.999859;1377232767;4682.75661663088;random_forest
3;cpp;1154,98;1,21;1354,23;1897,38;4407.8;85.58837584;0.999763;-1109259865;4346.007570098404;random_forest
4;cpp;1192,26;1,11;1401,51;1966,95;4561.83;90.15862909;0.999894;194711504;4496.737974203384;random_forest
5;cpp;1226,77;1,13;1443,47;2032,37;4703.74;92.986246;0.999868;-1862471494;4636.606513339278;random_forest
6;cpp;1190,44;1,26;1399,9;1964,61;4556.21;89.64272599;0.999798;200997347;4491.490441910942;random_forest
7;cpp;1193,94;1,13;1408,27;1986,21;4589.55;90.90003644;0.999824;982610420;4523.922698691333;random_forest
8;cpp;1165,58;1,24;1372,02;1928,65;4467.49;87.10016067;0.999815;1976590038;4404.606103445168;random_forest
9;cpp;1189,99;1,25;1399,27;1964,48;4554.99;88.81063476;0.999833;1237844656;4490.871188665356;random_forest
10;cpp;1168,69;0,91;1378,71;1938,66;4486.97;89.05310959;0.999815;573029569;4422.676128573509;random_forest
11;cpp;1211,51;1,17;1426,96;2007,02;4646.66;91.89200391;0.999807;-1667440649;4580.316525732644;random_forest
12;cpp;1228,72;1,09;1450,07;2040,23;4720.11;93.79939647;0.999798;898345984;4652.389441287451;random_forest
13;cpp;1236,93;0,84;1460,73;2056,16;4754.66;95.16699522;0.999842;-402779059;4685.952072978805;random_forest
14;cpp;1221,99;1,17;1442,77;2029,81;4695.74;92.99329325;0.999868;-1314699090;4628.601425420535;random_forest
15;cpp;1225,38;1,04;1441,13;2021,87;4689.42;92.1254424;0.999789;1032695712;4622.907989627267;random_forest
16;cpp;1203,22;0,96;1421,68;2000,32;4626.18;92.2022676;0.999903;1743931582;4559.6125239669;random_forest
17;cpp;1167,07;0,83;1376,77;1933,21;4477.88;88.52991928;0.999833;1265839849;4413.963857444264;random_forest
18;cpp;1167,77;1,26;1376,66;1930,86;4476.55;88.20339813;0.999842;-902291911;4412.869596644533;random_forest
19;cpp;1185,2;0,86;1397,98;1962,6;4546.64;90.21494233;0.999868;146420534;4481.507317608361;random_forest
20;cpp;1223,95;1,1;1443,48;2028,23;4696.76;92.84388662;0.999815;-202859622;4629.729292857211;random_forest
21;cpp;1214,15;1,02;1434,03;2018,88;4668.08;92.77358695;0.999771;699446264;4601.100047266182;random_forest
22;cpp;1208,29;0,98;1425,08;2002,61;4636.96;91.44891613;0.999851;834528637;4570.93642280181;random_forest
23;cpp;1216,81;1,29;1434,94;2011,15;4664.19;91.52006395;0.999833;435190531;4598.115056052098;random_forest
24;cpp;1244,69;1,12;1470,47;2071,39;4787.67;95.15265908;0.999938;993559969;4718.972423273659;random_forest
25;cpp;1217,38;1,15;1437,25;2019,32;4675.1;92.68483059;0.999833;1180403236;4608.184126892648;random_forest
26;cpp;1205,63;1,29;1423;2004,17;4634.09;91.86020447;0.999815;-399057290;4567.769484045007;random_forest
27;cpp;1225,87;1,19;1443,98;2021,1;4692.14;91.33947345;0.999868;818405307;4626.195437376696;random_forest
28;cpp;1222,04;1,15;1442,93;2026,86;4692.98;92.82604435;0.999842;-1775613042;4625.962174480532;random_forest
29;cpp;1228,71;4,08;1454,77;2081,72;4769.28;93.20681354;0.99978;1350022580;4701.987269702274;random_forest
30;cpp;1186,03;1,17;1396,47;1958,35;4542.02;88.55974704;0.999903;2099107061;4478.082322630094;random_forest
31;julia;1541,89;0,94;1886,41;2775,32;6204.56;157.1018289;0.999876897;977;6091.136843473892;random_forest
32;julia;1588,82;0,83;1932,05;2819,24;6340.94;158.0955191;0.999824139;986;6226.799426751997;random_forest
33;julia;1539,14;0,64;1871,04;2803,6;6214.42;156.8615494;0.999876897;648;6101.170318598462;random_forest
34;julia;1579,82;0,82;1919,06;2807,93;6307.63;158.5683237;0.999894483;401;6193.148074964259;random_forest
35;julia;1569,62;0,94;1908,9;2792,68;6272.14;157.8472711;0.999903276;979;6158.17865491222;random_forest
36;julia;1545,55;0,63;1876,22;2743,95;6166.35;155.319716;0.999876897;369;6054.213479484556;random_forest
37;julia;1574,27;0,66;1913,58;2803,32;6291.83;158.8708782;0.999876897;939;6177.12963901955;random_forest
39;julia;1546,36;0,72;1883,47;2752,37;6182.92;157.1339738;0.999868104;693;6069.473635749006;random_forest
40;julia;1556,29;0,82;1896,82;2755,01;6208.94;158.1876288;0.999832932;588;6094.7329261072;random_forest
41;julia;1568,51;4,36;1920,08;2804,09;6297.04;160.2674364;0.999859311;773;6181.3313627924335;random_forest
42;julia;1574,58;0,91;1916,15;2814,93;6306.57;158.897079;0.999868104;377;6191.85072276975;random_forest
43;julia;1561,12;0,79;1900,76;2782,27;6244.94;158.1912115;0.999876897;805;6130.730339497319;random_forest
44;julia;1561,29;0,85;1905,36;2826,83;6294.33;160.7803205;0.999859311;143;6178.251074719014;random_forest
45;julia;1552,36;0,91;1886,31;2797,83;6237.41;158.2624073;0.999903277;181;6123.148938107381;random_forest
46;julia;1540,75;0,81;1871,96;2779,67;6193.19;157.4057767;0.999841725;350;6079.547401605286;random_forest
47;julia;1568,09;0,83;1903,35;2819,74;6292.01;159.5511081;0.99988569;328;6176.818531927025;random_forest
48;julia;1548,11;0,77;1882,8;2778,99;6210.67;156.7597356;0.999876897;344;6097.4938253339005;random_forest
49;julia;1538,93;0,71;1869,35;2769,96;6178.95;156.1368206;0.999868104;522;6066.2235526607055;random_forest
50;julia;1541,62;0,74;1873,11;2776,1;6191.57;156.7262405;0.99979776;608;6078.41800786568;random_forest
51;julia;1558,9;0,79;1879,53;2801,92;6241.14;159.0328735;0.999850518;721;6126.32268291282;random_forest
52;julia;1560,17;0,72;1896,7;2807,62;6265.21;158.8817356;0.999832932;275;6150.5018002783445;random_forest
53;julia;1561,55;0,92;1898,44;2811,85;6272.76;158.6273922;0.999788966;362;6158.235429148051;random_forest
54;julia;1534,78;0,83;1875,45;2772,52;6183.58;157.4426543;0.99988569;201;6069.910777002464;random_forest
55;julia;1586,57;0,95;1929,57;2853,48;6370.57;160.6777484;0.999824139;134;6254.565128925989;random_forest
56;julia;1537,21;0,69;1870,35;2766,2;6174.45;156.0371692;0.999850518;184;6061.795498203411;random_forest
57;julia;1541,85;0,89;1874,77;2770,56;6188.07;156.7007747;0.999859311;469;6074.936393465897;random_forest
58;julia;1548,78;0,77;1885,47;2787,81;6222.83;157.2214546;0.999841725;529;6109.320477041428;random_forest
59;julia;1532,49;0,84;1872,84;2772,44;6178.61;158.3385235;0.999868104;693;6064.293984325319;random_forest
60;julia;1524,84;0,84;1863,81;2755,16;6144.65;157.454137;0.999850518;194;6030.972486812028;random_forest
61;python;93,11;0,11;117,69;195,78;406.69;10.71395051;0.997889665;723;398.9548253415164;random_forest
62;python;87,91;0,17;107,35;175,46;370.89;9.374565981;0.997942423;518;364.1218237663286;random_forest
63;python;75,75;0,11;92,59;151,66;320.11;8.27027311;0.997731389;495;314.13909254438863;random_forest
64;python;76,18;0,12;93,07;152,44;321.81;8.300420558;0.997766562;913;315.81732692436174;random_forest
65;python;78,08;0,15;95,04;154,78;328.05;8.376650318;0.998056733;211;322.0022911551351;random_forest
66;python;83,43;0,07;101,46;164,97;349.93;8.939353123;0.997555528;706;343.4760353605585;random_forest
67;python;87,99;0,1;107,19;175,46;370.74;9.558289846;0.997441218;875;363.8391802392393;random_forest
68;python;80,19;0,13;98,02;160,4;338.74;8.743608679;0.997599494;189;332.42735741178086;random_forest
69;python;81,6;0,09;99,57;163,33;344.59;8.965771967;0.997828113;705;338.1169616890473;random_forest
70;python;88,85;0,13;108,54;178,15;375.67;9.849630592;0.997748976;599;368.5588403134258;random_forest
71;python;82,13;0,14;99,91;162,95;345.13;8.888667934;0.997581907;906;338.7126286590946;random_forest
72;python;84;0,09;102,27;167,09;353.45;9.114770658;0.997493977;721;346.8693887729978;random_forest
73;python;82;0,11;99,79;162,72;344.62;8.867146341;0.997722596;952;338.2181666514186;random_forest
74;python;79,58;0,17;97,18;159,08;336.01;8.639385444;0.997362081;102;329.772603692361;random_forest
75;python;84,47;0,13;102,76;167,91;355.27;9.195180045;0.997801734;325;348.6313354291779;random_forest
76;python;83,01;0,13;101,51;166,71;351.36;9.239420763;0.997995181;263;344.6893948596908;random_forest
77;python;78,35;0,13;95,24;155,13;328.85;8.403254051;0.997801734;424;322.78308399890165;random_forest
78;python;86,05;0,18;104,84;171,23;362.3;9.329762714;0.997282943;295;355.5641704805674;random_forest
79;python;82,14;0,1;100,73;165,85;348.82;9.01231978;0.997678631;865;342.3133554610561;random_forest
80;python;83,98;0,17;102,67;167,98;354.8;9.227171317;0.997810527;23;348.1382386194404;random_forest
81;python;91,91;0,15;112,18;182,88;387.12;9.962519892;0.997801734;128;379.9273373746397;random_forest
82;python;82,57;0,14;100,43;163,43;346.57;8.861306795;0.997414839;960;340.172382641421;random_forest
83;python;91,37;0,11;111,55;182,41;385.44;9.936796126;0.997801734;682;378.2659092191426;random_forest
84;python;85,54;0,13;104,17;170,14;359.98;9.307915583;0.997282943;295;353.25994350228467;random_forest
85;python;81,32;0,13;99,13;162,19;342.77;8.787706625;0.99750277;28;336.4255199197118;random_forest
86;python;80,83;0,07;98,42;160,73;340.05;8.802962057;0.997713803;695;333.6945059215698;random_forest
87;python;83,58;0,13;101,72;165,89;351.32;9.037213189;0.99793363;969;344.7953831112417;random_forest
88;python;80,03;0,11;97,43;159,25;336.82;8.699480747;0.997775355;897;330.5392165529089;random_forest
89;python;85,83;0,1;104,84;172,82;363.59;9.356174102;0.997696217;196;356.835102192081;random_forest
90;python;83,72;0,16;101,91;166,15;351.94;9.055749758;0.997599494;10;345.4020002233284;random_forest
91;cpp;65,03;0,07;77,16;123,26;265.52;6.640497621;0.964054;2143360626;260.7257451759052;logistic_regression
92;cpp;67,17;0,12;79,73;127,28;274.3;6.85318083;0.962841;367425912;269.3521938068742;logistic_regression
93;cpp;68,87;0,13;81,77;119,19;269.96;6.933792817;0.965267;-1942228702;264.953994191482;logistic_regression
94;cpp;69,05;0,11;81,63;129,84;280.63;6.854994668;0.964353;-376861075;275.68088426622256;logistic_regression
95;cpp;69,16;0,15;81,87;118,68;269.86;6.918955071;0.963975;-850217565;264.86470663193444;logistic_regression
96;cpp;69,39;0,11;82,61;120,23;272.34;7.122128005;0.96357;1138744622;267.198021417279;logistic_regression
97;cpp;68,84;0,11;81,47;117,82;268.24;6.869909401;0.965197;-959211884;263.2801162432947;logistic_regression
98;cpp;68,71;0,13;81,26;122,45;272.55;6.860252219;0.964274;-1201251511;267.5970884604437;logistic_regression
99;cpp;68,59;0,14;81,21;117,92;267.86;6.918735603;0.963649;-1434598024;262.8648650817341;logistic_regression
100;cpp;67,14;0,16;79,68;127,41;274.39;6.854456227;0.964291;-1759265109;269.4412730056678;logistic_regression
101;cpp;68,59;0,11;81,07;128,85;278.62;6.878388577;0.9643;-1754229795;273.6539945137554;logistic_regression
102;cpp;66,19;0,11;78,24;124,48;269.02;6.621675585;0.963746;-895562326;264.2393341630629;logistic_regression
103;cpp;68,75;0,07;81,2;129,26;279.28;6.869580974;0.963614;-2099684672;274.3203533584657;logistic_regression
104;cpp;66,19;0,13;78,26;124,79;269.37;6.646852492;0.964467;933539701;264.57115713556743;logistic_regression
105;cpp;67,7;0,1;80,34;128,39;276.53;6.916179872;0.963623;810520455;271.53671024852355;logistic_regression
106;cpp;69,97;0,11;83;132,58;285.66;7.108863466;0.964335;-1405805131;280.52759804597764;logistic_regression
107;cpp;69,76;0,1;82,8;132,2;284.86;7.118817739;0.964538;-587912756;279.72041133737923;logistic_regression
108;cpp;70,76;0,12;83,72;132,56;287.16;7.086521758;0.964387;1287956179;282.04372813855065;logistic_regression
109;cpp;67,05;0,11;79,56;127,11;273.83;6.854588385;0.965021;1251184220;268.8811775912629;logistic_regression
110;cpp;68,53;0,12;81,09;129,13;278.87;6.88977768;0.964775;-1828959801;273.8957718977533;logistic_regression
111;cpp;67,93;0,14;80,53;128,02;276.62;6.867334333;0.964203;255685010;271.66197537086106;logistic_regression
112;cpp;68,32;0,13;80,81;128,85;278.11;6.872597561;0.964441;-2077491160;273.1481754664458;logistic_regression
113;cpp;70,78;0,14;83,82;133,43;288.17;7.120009909;0.964538;46538407;283.02955062375503;logistic_regression
114;cpp;68,57;0,11;81,13;128,95;278.76;6.883598293;0.964582;-1955678276;273.79023324351766;logistic_regression
115;cpp;67,48;0,06;80,05;127,65;275.24;6.869262317;0.965127;-2101754664;270.28058341996814;logistic_regression
116;cpp;69,87;0,1;82,92;132,56;285.45;7.143828516;0.963526;-96199040;280.292354251129;logistic_regression
117;cpp;68,02;0,08;80,44;127,48;276.02;6.833283701;0.964907;-1696942523;271.0865589813141;logistic_regression
118;cpp;68,64;0,11;81,27;129,14;279.16;6.885747456;0.9651;-482913945;274.18868160753067;logistic_regression
119;cpp;67,32;0,08;79,86;127,95;275.21;6.86381157;0.964265;515950610;270.2545187078925;logistic_regression
120;cpp;68,34;0,17;80,91;128,21;277.63;6.849650191;0.964283;870828652z;272.6847428301589;logistic_regression
32;julia;266,85;0,43;323,75;473,77;1064.8;26.80183223;0.965117915;674;1045.4498216252796;logistic_regression
33;julia;266,87;0,48;323,55;474,7;1065.6;26.76423467;0.965249811;731;1046.276966019223;logistic_regression
34;julia;266,16;0,4;323,36;474,22;1064.14;26.77553644;0.964493607;610;1044.8088064552212;logistic_regression
35;julia;265,62;0,49;322,99;474,04;1063.14;26.79172508;0.964476021;112;1043.7971187068256;logistic_regression
36;julia;268,86;0,39;326,24;477,67;1073.16;26.90576076;0.96418585;780;1053.734788113523;logistic_regression
37;julia;268,8;0,46;326;478;1073.26;26.85044752;0.964968433;291;1053.8747227363244;logistic_regression
38;julia;268,73;0,52;325,83;477,18;1072.26;26.81203377;0.964792572;447;1052.9024563967755;logistic_regression
39;julia;271,08;0,5;328,58;480,79;1080.95;26.8578448;0.964889295;255;1061.5593821056443;logistic_regression
40;julia;266,24;0,48;323,59;472,97;1063.28;26.70459312;0.964203436;742;1044.0000255616133;logistic_regression
42;julia;267,56;0,48;325,16;478,16;1071.36;26.88148323;0.965179466;632;1051.9523158158074;logistic_regression
43;julia;269,64;0,53;327,55;479,53;1077.25;26.97684032;0.964115506;844;1057.7734706456356;logistic_regression
44;julia;269,63;0,48;326,98;479,29;1076.38;26.82351021;0.965724636;920;1057.014170725886;logistic_regression
46;julia;264,63;0,58;322,42;474,68;1062.31;26.8776757;0.965021191;912;1042.9050647467027;logistic_regression
47;julia;269,25;0,43;326,75;478,33;1074.76;26.978862;0.964502401;864;1055.2820110488333;logistic_regression
48;julia;272,76;0,5;331;485,1;1089.36;27.13660783;0.964704641;564;1069.7681229414018;logistic_regression
49;julia;270,15;0,52;327,96;478,79;1077.42;26.75149918;0.964607917;756;1058.1061606892397;logistic_regression
50;julia;266,35;0,48;324,24;474,4;1065.47;26.83078896;0.964379298;799;1046.0989156705734;logistic_regression
51;julia;270,12;0,39;327,53;478,09;1076.13;26.86380591;0.965267397;435;1056.735078349811;logistic_regression
53;julia;269,88;0,45;327,41;477,18;1074.92;26.83490665;0.964335332;635;1055.5459428127738;logistic_regression
54;julia;271,53;0,39;328,79;480,08;1080.79;26.89216943;0.965082743;302;1061.3746006762462;logistic_regression
55;julia;268,45;0,5;325,62;476,48;1071.05;26.86069521;0.964898088;481;1051.6573241888025;logistic_regression
56;julia;269,54;0,51;327,06;477,93;1075.04;26.90431315;0.964950847;828;1055.615833247732;logistic_regression
57;julia;266,14;0,4;323,75;474,04;1064.33;26.88599934;0.964264988;127;1044.919055309835;logistic_regression
58;julia;268,89;0,46;326,76;477,24;1073.35;26.79168007;0.965469638;52;1054.0071512027953;logistic_regression
59;julia;270,33;0,45;327,96;476,41;1075.15;26.91181195;0.964766192;511;1055.720419322432;logistic_regression
60;julia;265;0,46;322,99;475,44;1063.89;26.89538941;0.964880502;967;1044.4722759401304;logistic_regression
61;python;65,85;0,1;80,6;118,56;265.11;6.063322885;0.964889295;805;260.7324493026657;logistic_regression
62;python;66,31;0,07;78,29;113,14;257.81;5.751374835;0.965399293;14;253.6576671295421;logistic_regression
63;python;65,43;0,11;77,36;111,8;254.7;5.690588959;0.964221022;374;250.59155284351752;logistic_regression
64;python;63,68;0,08;75,32;109,44;248.52;5.607805015;0.964476021;330;244.47132055153156;logistic_regression
65;python;65,12;0,07;76,87;111,33;253.39;5.684509002;0.96484533;104;249.28594240358385;logistic_regression
66;python;65,58;0,09;77,45;112,05;255.17;5.72887657;0.964432056;541;251.03391025192028;logistic_regression
67;python;64,85;0,11;76,58;110,75;252.29;5.690811246;0.964968433;337;248.18139235847812;logistic_regression
68;python;62,22;0,14;73,68;106,92;242.96;5.512518473;0.964440849;979;238.98011478800717;logistic_regression
69;python;61,56;0,09;72,84;105,68;240.17;5.459043729;0.964836537;309;236.2287220677656;logistic_regression
70;python;62,03;0,11;73,56;106,94;242.64;5.510087299;0.965856532;403;238.66187002810253;logistic_regression
71;python;65,94;0,09;78,22;114,08;258.33;5.793123919;0.964994812;624;254.14752545059085;logistic_regression
72;python;60,52;0,11;72,14;105,84;238.61;5.42213953;0.964687055;456;234.69536587432697;logistic_regression
73;python;57,45;0,11;68,23;99,37;225.16;5.169741939;0.964396884;145;221.42758992398475;logistic_regression
74;python;62,95;0,04;74,28;107,26;244.53;5.524702878;0.965109122;613;240.54131798605283;logistic_regression
75;python;65,61;0,09;77,56;112,14;255.4;5.758952244;0.96495964;401;251.24219645072768;logistic_regression
76;python;62,82;0,05;74,03;108,82;245.72;5.522951868;0.964019782;125;241.73258216663368;logistic_regression
77;python;65,67;0,08;77,48;112,2;255.43;5.775150971;0.964458435;982;251.26050141979832;logistic_regression
78;python;63,65;0,12;75,25;109,01;248.03;5.63575596;0.965197053;184;243.96114074565668;logistic_regression
79;python;63;0,07;74,38;107,68;245.13;5.564119431;0.965267397;665;241.11286032969107;logistic_regression
80;python;61,45;0,1;72,64;105,5;239.69;5.46790551;0.96484533;25;235.74232410804416;logistic_regression
81;python;64,74;0,07;76,32;110,29;251.42;5.688696859;0.964660676;764;247.3129188871592;logistic_regression
82;python;65,58;0,11;77,46;112,42;255.57;5.785447249;0.965372914;380;251.39306779309;logistic_regression
83;python;64,22;0,06;75,77;110,11;250.16;5.662930278;0.964555159;929;246.07152164290284;logistic_regression
84;python;65,77;0,08;77,6;112,14;255.59;5.760229982;0.964572745;706;251.4312739593844;logistic_regression
85;python;61,78;0,09;73,04;105,96;240.87;5.491900925;0.964379298;451;236.90500008495349;logistic_regression
86;python;60,78;0,12;71,96;104,55;237.41;5.414483078;0.964748606;590;233.50089361999173;logistic_regression
87;python;58,95;0,1;69,91;101,9;230.86;5.323661247;0.965258604;713;227.01646445914508;logistic_regression
88;python;66,28;0,12;78,24;113,34;257.98;5.83653626;0.964493607;526;253.76618294628724;logistic_regression
89;python;59,93;0,1;70,98;103,22;234.23;5.364995498;0.965548775;534;230.35662227809672;logistic_regression
90;python;63,38;0,08;74,86;108,7;247.02;5.628218433;0.964212229;372;242.95658263077493;logistic_regression
